term_id	slug	name	parent_slug
807	fliegenmasken-sicherheit	Sicherheit Fliegenmasken	
702	gesundheit-insekten-und-schutz-fliegenmasken-sicherheit	Sicherheit Fliegenmasken	
802	fliegensprays-sicherheit	Sicherheit Fliegensprays	
697	gesundheit-insekten-und-schutz-fliegensprays-sicherheit	Sicherheit Fliegensprays	
921	fohlenhalfter-sicherheit	Sicherheit Fohlenhalfter	
936	fuehrtraining-zubehoer-sicherheit	Sicherheit Führtraining-Zubehör	
841	gassen-fuer-bodenarbeit-sicherheit	Sicherheit Gassen für Bodenarbeit	
783	gesundheit-senioren-gelenkergaenzer-fuer-senioren-sicherheit	Sicherheit Gelenkergänzer für Senioren	
1123	gesundheitsvorsorge-grundlagen-sicherheit	Sicherheit Gesundheitsvorsorge Grundlagen	
931	gewoehnungssachen-sicherheit	Sicherheit Gewöhnungssachen	
1002	heunetze-fuer-anhaenger-sicherheit	Sicherheit Heunetze für Anhänger	
903	hindernisstangen-sicherheit	Sicherheit Hindernisstangen	
984	holz-poly-pferdeanhaenger-sicherheit	Sicherheit Holz-Poly-Pferdeanhänger	
1093	hufberatung-sicherheit	Sicherheit Hufberatung	
688	huffett-sicherheit	Sicherheit Huffett	
683	hufoel-sicherheit	Sicherheit Huföl	
693	hufschuhe-sicherheit	Sicherheit Hufschuhe	
613	hufzusaetze-sicherheit	Sicherheit Hufzusätze	
822	insektenschutz-fuers-pferd-sicherheit	Sicherheit Insektenschutz fürs Pferd	
926	jungpferde-ausruestung-sicherheit	Sicherheit Jungpferde-Ausrüstung	
941	jungpferde-decken-sicherheit	Sicherheit Jungpferde-Decken	
870	kappzaum-sicherheit	Sicherheit Kappzaum	
836	knotenhalfter-fuer-bodenarbeit-sicherheit	Sicherheit Knotenhalfter für Bodenarbeit	
726	kuehlgamaschen-sicherheit	Sicherheit Kühlgamaschen	
754	gesundheit-regeneration-kuehlgamaschen-sicherheit	Sicherheit Kühlgamaschen	
850	longiergurte-sicherheit	Sicherheit Longiergurte	
855	longierleinen-sicherheit	Sicherheit Longierleinen	
860	longierpeitschen-sicherheit	Sicherheit Longierpeitschen	
764	magnetfelddecken-sicherheit	Sicherheit Magnetfelddecken	
759	massagegeraete-sicherheit	Sicherheit Massagegeräte	
745	mistgabeln-hygiene-sicherheit	Sicherheit Mistgabeln Hygiene	
1055	notfallsets-fuer-fahrten-sicherheit	Sicherheit Notfallsets für Fahrten	
740	parasitenmittel-stall-sicherheit	Sicherheit Parasitenmittel Stall	
1051	checklisten-fuer-pferdeanhaenger-sicherheit	Sicherheit Pferdeanhänger	
989	pferdeanhaenger-mit-sattelkammer-sicherheit	Sicherheit Pferdeanhänger mit Sattelkammer	
1039	putzboxen-fuers-turnier-sicherheit	Sicherheit Putzboxen fürs Turnier	
1010	rampenmatten-sicherheit	Sicherheit Rampenmatten	
1022	rutschfeste-anhaengermatten-sicherheit	Sicherheit Rutschfeste Anhängermatten	
793	rutschfeste-stallmatten-fuer-senioren-sicherheit	Sicherheit Rutschfeste Stallmatten für Senioren	
104	satteltransport-sicherheit	Sicherheit Satteltransport	
717	gesundheit-fellpflege-und-saison-schermaschinen-sicherheit	Sicherheit Schermaschinen	
788	seniorendecken-sicherheit	Sicherheit Seniorendecken	
778	seniorenfutter-sicherheit	Sicherheit Seniorenfutter	
598	gesundheit-senioren-seniorenfutter-sicherheit	Sicherheit Seniorenfutter	
945	sicherheitshalfter-sicherheit	Sicherheit Sicherheitshalfter	
898	springstaender-sicherheit	Sicherheit Springständer	
750	stallmatten-reiniger-sicherheit	Sicherheit Stallmatten-Reiniger	
893	stangenhalter-sicherheit	Sicherheit Stangenhalter	
950	stressarme-ausruestung-sicherheit	Sicherheit Stressarme Ausrüstung	
1031	stuetzraeder-sicherheit	Sicherheit Stützräder	
912	trail-elemente-sicherheit	Sicherheit Trail-Elemente	
884	trail-hindernisse-sicherheit	Sicherheit Trail-Hindernisse	
1132	trainingsplan-vorlage-sicherheit	Sicherheit Trainingsplan Vorlage	
960	trainingsplaene-problempferde-sicherheit	Sicherheit Trainingspläne Problempferde	
907	trainingszubehoer-sicherheit	Sicherheit Trainingszubehör	
993	transportgamaschen-sicherheit	Sicherheit Transportgamaschen	
1074	transportrecht-pferde-sicherheit	Sicherheit Transportrecht Pferde	
1043	transporttaschen-sicherheit	Sicherheit Transporttaschen	
1035	turnierboxen-sicherheit	Sicherheit Turnierboxen	
1047	turnierplaner-sicherheit	Sicherheit Turnierplaner	
1064	tuev-beim-pferdeanhaenger-sicherheit	Sicherheit TÜV beim Pferdeanhänger	
826	verbandskoffer-sicherheit	Sicherheit Verbandskoffer	
721	verbandsmaterial-sicherheit	Sicherheit Verbandsmaterial	
1018	verladehilfen-sicherheit	Sicherheit Verladehilfen	
1014	verladestangen-sicherheit	Sicherheit Verladestangen	
1006	verladetraining-zubehoer-sicherheit	Sicherheit Verladetraining Zubehör	
769	waermedecken-sicherheit	Sicherheit Wärmedecken	
735	waschmittel-fuer-pferdedecken-sicherheit	Sicherheit Waschmittel für Pferdedecken	
954	anti-scheuer-schutz-uebungen	Übungen Anti-Scheuer-Schutz	
916	balance-pads-uebungen	Übungen Balance-Pads	
964	bodenarbeitshilfen-uebungen	Übungen Bodenarbeitshilfen	
830	bodenarbeitsseile-uebungen	Übungen Bodenarbeitsseile	
873	bodenstangen-uebungen	Übungen Bodenstangen	
864	doppellonge-uebungen	Übungen Doppellonge	
887	dressurviereck-buchstaben-uebungen	Übungen Dressurviereck Buchstaben	
845	dualgassen-uebungen	Übungen Dualgassen	
878	training-bodenhindernisse-dualgassen-uebungen	Übungen Dualgassen	
920	fohlenhalfter-uebungen	Übungen Fohlenhalfter	
935	fuehrtraining-zubehoer-uebungen	Übungen Führtraining-Zubehör	
840	gassen-fuer-bodenarbeit-uebungen	Übungen Gassen für Bodenarbeit	
930	gewoehnungssachen-uebungen	Übungen Gewöhnungssachen	
902	hindernisstangen-uebungen	Übungen Hindernisstangen	
925	jungpferde-ausruestung-uebungen	Übungen Jungpferde-Ausrüstung	
940	jungpferde-decken-uebungen	Übungen Jungpferde-Decken	
869	kappzaum-uebungen	Übungen Kappzaum	
835	knotenhalfter-fuer-bodenarbeit-uebungen	Übungen Knotenhalfter für Bodenarbeit	
849	longiergurte-uebungen	Übungen Longiergurte	
854	longierleinen-uebungen	Übungen Longierleinen	
859	longierpeitschen-uebungen	Übungen Longierpeitschen	
944	sicherheitshalfter-uebungen	Übungen Sicherheitshalfter	
897	springstaender-uebungen	Übungen Springständer	
892	stangenhalter-uebungen	Übungen Stangenhalter	
949	stressarme-ausruestung-uebungen	Übungen Stressarme Ausrüstung	
911	trail-elemente-uebungen	Übungen Trail-Elemente	
883	trail-hindernisse-uebungen	Übungen Trail-Hindernisse	
1131	trainingsplan-vorlage-uebungen	Übungen Trainingsplan Vorlage	
959	trainingsplaene-problempferde-uebungen	Übungen Trainingspläne Problempferde	
906	trainingszubehoer-uebungen	Übungen Trainingszubehör	
1	uncategorized	Uncategorized	
968	1-5er-pferdeanhaenger-vergleich	Vergleich 1,5er Pferdeanhänger	
973	2er-pferdeanhaenger-vergleich	Vergleich 2er Pferdeanhänger	
978	alu-pferdeanhaenger-vergleich	Vergleich Alu-Pferdeanhänger	
200	anbindebalken-vergleich	Vergleich Anbindebalken	
1058	anhaengerbeleuchtung-vergleich	Vergleich Anhängerbeleuchtung	
996	anhaengerkameras-vergleich	Vergleich Anhängerkameras	
1025	anhaengerkupplungen-vergleich	Vergleich Anhängerkupplungen	
629	automatische-traenken-vergleich	Vergleich Automatische Tränken	
370	bahnplaner-vergleich	Vergleich Bahnplaner	
393	batterie-weidezaungeraete-vergleich	Vergleich Batterie-Weidezaungeräte	
181	boxengitter-vergleich	Vergleich Boxengitter	
186	boxenmatten-vergleich	Vergleich Boxenmatten	
176	boxentueren-vergleich	Vergleich Boxentüren	
274	dachrinnen-am-unterstand-vergleich	Vergleich Dachrinnen am Unterstand	
40	pferdedecken-deckengurte-vergleich	Vergleich Deckengurte	
45	pferdedecken-deckentaschen-und-aufbewahrung-vergleich	Vergleich Deckentaschen und Aufbewahrung	
602	diaetfutter-vergleich	Vergleich Diätfutter	
668	dosierer-fuer-futter-vergleich	Vergleich Dosierer für Futter	
423	elektrozaeune-fuer-pferde-vergleich	Vergleich Elektrozäune für Pferde	
107	englische-trensen-vergleich	Vergleich Englische Trensen	
403	erdung-beim-weidezaun-vergleich	Vergleich Erdung beim Weidezaun	
427	festzaeune-fuer-pferde-vergleich	Vergleich Festzäune für Pferde	
61	halfter-und-stricke-fohlenhalfter-vergleich	Vergleich Fohlenhalfter	
673	fressbremsen-vergleich	Vergleich Fressbremsen	
247	fressstaender-im-offenstall-vergleich	Vergleich Fressständer im Offenstall	
491	frostschutz-fuer-weidetraenken-vergleich	Vergleich Frostschutz für Weidetränken	
476	traenken-und-wasser-frostsichere-pferdetraenken-vergleich	Vergleich frostsichere Pferdetränken	
157	frostwaechter-vergleich	Vergleich Frostwächter	
653	futterautomaten-vergleich	Vergleich Futterautomaten	
644	futterkammer-regale-vergleich	Vergleich Futterkammer-Regale	
1126	futterplan-vorlagen-vergleich	Vergleich Futterplan Vorlagen	
634	futtersilos-vergleich	Vergleich Futtersilos	
677	futterstationen-vergleich	Vergleich Futterstationen	
587	futtertonnen-vergleich	Vergleich Futtertonnen	
1108	futterumstellung-checkliste-vergleich	Vergleich Futterumstellung	
663	futterwaagen-vergleich	Vergleich Futterwaagen	
112	gebisse-vergleich	Vergleich Gebisse	
117	gebisslose-zaeumungen-vergleich	Vergleich Gebisslose Zäumungen	
582	hafer-vergleich	Vergleich Hafer	
1077	haftung-im-stall-vergleich	Vergleich Haftung im Stall	
530	heuballenraufen-vergleich	Vergleich Heuballenraufen	
501	heubedampfer-vergleich	Vergleich Heubedampfer	
510	heufeuchtemesser-vergleich	Vergleich Heufeuchtemesser	
639	heulagerung-vergleich	Vergleich Heulagerung	
515	heunetze-vergleich	Vergleich Heunetze	
1001	heunetze-fuer-anhaenger-vergleich	Vergleich Heunetze für Anhänger	
496	heunetze-fuer-staubarmes-heu-vergleich	Vergleich Heunetze für staubarmes Heu	
506	heupruefer-vergleich	Vergleich Heuprüfer	
525	heuraufen-vergleich	Vergleich Heuraufen	
453	heuraufen-fuer-weiden-vergleich	Vergleich Heuraufen für Weiden	
539	heuspender-vergleich	Vergleich Heuspender	
535	heutaschen-vergleich	Vergleich Heutaschen	
26	pferdedecken-high-neck-decken-vergleich	Vergleich High-Neck-Decken	
288	hoflader-zubehoer-vergleich	Vergleich Hoflader Zubehör	
283	hoftraktoren-vergleich	Vergleich Hoftraktoren	
983	holz-poly-pferdeanhaenger-vergleich	Vergleich Holz-Poly-Pferdeanhänger	
435	holzzaeune-fuer-pferde-vergleich	Vergleich Holzzäune für Pferde	
481	isolierte-wasserleitungen-vergleich	Vergleich Isolierte Wasserleitungen	
162	kameras-im-stall-vergleich	Vergleich Kameras im Stall	
73	kardaetschen-vergleich	Vergleich Kardätschen	
53	halfter-und-stricke-knotenhalfter-vergleich	Vergleich Knotenhalfter	
191	krippen-fuer-pferdeboxen-vergleich	Vergleich Krippen für Pferdeboxen	
439	kunststoffzaeune-fuer-pferde-vergleich	Vergleich Kunststoffzäune für Pferde	
232	liegeflaechen-im-offenstall-vergleich	Vergleich Liegeflächen im Offenstall	
167	luefter-im-stall-vergleich	Vergleich Lüfter im Stall	
607	magenfutter-vergleich	Vergleich Magenfutter	
592	mash-vergleich	Vergleich Mash	
649	maeusesichere-futterboxen-vergleich	Vergleich Mäusesichere Futterboxen	
568	mineralbar-im-stall-vergleich	Vergleich Mineralbar im Stall	
544	mineralfutter-fuer-pferde-vergleich	Vergleich Mineralfutter für Pferde	
564	mineralfutterspender-vergleich	Vergleich Mineralfutterspender	
549	minerallecksteine-vergleich	Vergleich Minerallecksteine	
209	mistboy-vergleich	Vergleich Mistboy	
218	mistcontainer-vergleich	Vergleich Mistcontainer	
222	mistlagerung-vergleich	Vergleich Mistlagerung	
458	mobile-heuraufen-vergleich	Vergleich Mobile Heuraufen	
260	mobile-unterstaende-vergleich	Vergleich Mobile Unterstände	
431	mobile-weidezaeune-vergleich	Vergleich Mobile Weidezäune	
572	mueslis-fuer-pferde-vergleich	Vergleich Müslis für Pferde	
302	nachsaat-fuer-pferdeweiden-vergleich	Vergleich Nachsaat für Pferdeweiden	
398	netzgeraete-fuer-weidezaeune-vergleich	Vergleich Netzgeräte für Weidezäune	
1054	notfallsets-fuer-fahrten-vergleich	Vergleich Notfallsets für Fahrten	
242	offenstall-bodenbefestigung-vergleich	Vergleich Offenstall-Bodenbefestigung	
1589	offenstallbau-vergleich	Vergleich Offenstallbau	
227	offenstallraufen-vergleich	Vergleich Offenstallraufen	
237	offenstalltore-vergleich	Vergleich Offenstalltore	
616	oele-fuer-pferde-vergleich	Vergleich Öle für Pferde	
1594	paddockbau-vergleich	Vergleich Paddockbau	
443	paddockzaeune-vergleich	Vergleich Paddockzäune	
577	pellets-vergleich	Vergleich Pellets	
1050	checklisten-fuer-pferdeanhaenger-vergleich	Vergleich Pferdeanhänger	
988	pferdeanhaenger-mit-sattelkammer-vergleich	Vergleich Pferdeanhänger mit Sattelkammer	
65	pferdebuersten-vergleich	Vergleich Pferdebürsten	
1579	pferdesaettel-vergleich	Vergleich Pferdesättel	
1038	putzboxen-fuers-turnier-vergleich	Vergleich Putzboxen fürs Turnier	
195	putzplatzmatten-vergleich	Vergleich Putzplatzmatten	
1009	rampenmatten-vergleich	Vergleich Rampenmatten	
11	pferdedecken-regendecken-vergleich	Vergleich Regendecken	
130	reithalfter-vergleich	Vergleich Reithalfter	
139	reithandschuhe-vergleich	Vergleich Reithandschuhe	
134	reithelme-vergleich	Vergleich Reithelme	
1599	reitplatzbau-vergleich	Vergleich Reitplatzbau	
346	reitplatzbeleuchtung-vergleich	Vergleich Reitplatzbeleuchtung	
351	reitplatzbewaesserung-vergleich	Vergleich Reitplatzbewässerung	
378	reitplatzbewaesserung-mobil-vergleich	Vergleich Reitplatzbewässerung mobil	
331	reitplatzboden-vergleich	Vergleich Reitplatzboden	
336	reitplatzdrainage-vergleich	Vergleich Reitplatzdrainage	
360	reitplatzplaner-vergleich	Vergleich Reitplatzplaner	
365	reitplatzschleppe-vergleich	Vergleich Reitplatzschleppe	
355	reitplatzspiegel-vergleich	Vergleich Reitplatzspiegel	
341	reitplatzumrandung-vergleich	Vergleich Reitplatzumrandung	
143	reitstiefel-vergleich	Vergleich Reitstiefel	
1021	rutschfeste-anhaengermatten-vergleich	Vergleich Rutschfeste Anhängermatten	
554	salzlecksteine-vergleich	Vergleich Salzlecksteine	
374	sandverteiler-vergleich	Vergleich Sandverteiler	
81	satteldecken-vergleich	Vergleich Satteldecken	
90	sattelgurte-vergleich	Vergleich Sattelgurte	
99	sattelschraenke-vergleich	Vergleich Sattelschränke	
103	satteltransport-vergleich	Vergleich Satteltransport	
86	schabracken-vergleich	Vergleich Schabracken	
467	schattensegel-fuer-pferde-vergleich	Vergleich Schattensegel für Pferde	
77	schermaschinen-vergleich	Vergleich Schermaschinen	
213	schubkarren-vergleich	Vergleich Schubkarren	
57	halfter-und-stricke-sicherheitshalfter-vergleich	Vergleich Sicherheitshalfter	
147	sicherheitswesten-vergleich	Vergleich Sicherheitswesten	
520	slowfeeder-vergleich	Vergleich Slowfeeder	
314	solar-weidepumpen-vergleich	Vergleich Solar-Weidepumpen	
388	solar-weidezaungeraete-vergleich	Vergleich Solar-Weidezaungeräte	
126	sperrriemen-vergleich	Vergleich Sperrriemen	
559	spurenelemente-vergleich	Vergleich Spurenelemente	
1085	stallbau-beratung-vergleich	Vergleich Stallbau Beratung	
152	stallbeleuchtung-vergleich	Vergleich Stallbeleuchtung	
31	pferdedecken-stalldecken-vergleich	Vergleich Stalldecken	
49	halfter-und-stricke-stallhalfter-vergleich	Vergleich Stallhalfter	
1096	stallwechsel-checkliste-vergleich	Vergleich Stallwechsel	
95	steigbuegel-vergleich	Vergleich Steigbügel	
69	striegel-vergleich	Vergleich Striegel	
1030	stuetzraeder-vergleich	Vergleich Stützräder	
486	thermotraenken-vergleich	Vergleich Thermotränken	
625	traenkeeimer-vergleich	Vergleich Tränkeeimer	
992	transportgamaschen-vergleich	Vergleich Transportgamaschen	
1073	transportrecht-pferde-vergleich	Vergleich Transportrecht Pferde	
1042	transporttaschen-vergleich	Vergleich Transporttaschen	
251	trennwaende-im-offenstall-vergleich	Vergleich Trennwände im Offenstall	
1584	trensen-vergleich	Vergleich Trensen	
1034	turnierboxen-vergleich	Vergleich Turnierboxen	
1046	turnierplaner-vergleich	Vergleich Turnierplaner	
1063	tuev-beim-pferdeanhaenger-vergleich	Vergleich TÜV beim Pferdeanhänger	
21	pferdedecken-uebergangsdecken-vergleich	Vergleich Übergangsdecken	
35	pferdedecken-unterdecken-vergleich	Vergleich Unterdecken	
278	unterstand-beleuchtung-vergleich	Vergleich Unterstand-Beleuchtung	
269	unterstand-boden-vergleich	Vergleich Unterstand-Boden	
1017	verladehilfen-vergleich	Vergleich Verladehilfen	
1013	verladestangen-vergleich	Vergleich Verladestangen	
1005	verladetraining-zubehoer-vergleich	Vergleich Verladetraining Zubehör	
204	waschplatz-fuer-pferde-vergleich	Vergleich Waschplatz für Pferde	
171	wasserleitungen-im-stall-vergleich	Vergleich Wasserleitungen im Stall	
323	wassertroege-fuer-weiden-vergleich	Vergleich Wassertröge für Weiden	
621	weide-wassertanks-vergleich	Vergleich Weide-Wassertanks	
319	weidebrunnen-vergleich	Vergleich Weidebrunnen	
1100	weidecheckliste-vergleich	Vergleich Weidecheckliste	
327	weidekameras-vergleich	Vergleich Weidekameras	
411	weidezaeune-weidelitze-vergleich	Vergleich Weidelitze	
1114	weidemanagement-grundlagen-vergleich	Vergleich Weidemanagement Grundlagen	
298	weidepflegegeraete-vergleich	Vergleich Weidepflegegeräte	
306	weideschleppen-vergleich	Vergleich Weideschleppen	
415	weidezaeune-weideseil-vergleich	Vergleich Weideseil	
448	weidetore-vergleich	Vergleich Weidetore	
471	weidetraenken-vergleich	Vergleich Weidetränken	
256	weideunterstaende-vergleich	Vergleich Weideunterstände	
310	weidewalzen-vergleich	Vergleich Weidewalzen	
407	weidezaeune-weidezaunband-vergleich	Vergleich Weidezaunband	
293	weidezaungeraete-vergleich	Vergleich Weidezaungeräte	
383	weide-zauntechnik-weidezaungeraete-vergleich	Vergleich Weidezaungeräte	
463	weidezelt-vergleich	Vergleich Weidezelt	
264	windschutz-fuer-pferde-vergleich	Vergleich Windschutz für Pferde	
16	pferdedecken-winterdecken-vergleich	Vergleich Winterdecken	
419	weidezaeune-zaunpfosten-vergleich	Vergleich Zaunpfosten	
658	zeitschalt-futterautomaten-vergleich	Vergleich Zeitschalt-Futterautomaten	
122	zuegel-vergleich	Vergleich Zügel	
